label,content
0,mọi người cho em hỏi ngoài ngành công nghệ thông tin sẽ phát triển mạnh trong tương lai thì những ngành kỹ thuật còn lại và khối ngành về kinh tế kinh doanh nên chọn cái nào ạ
0,mọi người cho em hỏi chút ạ quản trị khách sạn nên học đại học hay cao đẳng ạ và đại học thì trường nào giảng dạy tốt cao đẳng thì trường nào giảng dạy tốt em ở miền bắc ạ
0,mọi người ơi cho em hỏi em đang định thi về ngành du lịch em đang phân vân giữa 2 trường khoa học xã hội và nhân văn và trường đại học văn hóa
0,em đang có dự định muốn vào ngành ngôn ngữ nhật trường đại học ngoại ngữ đại học quốc gia hà nội anh chị có thể tư vấn giúp em về ngành đó không ạ
0,em đang có ý định học ngành ngôn ngữ trung quốc trường saigonact mà trong tình hình này không biết nó hợp lý không ạ
0,mọi người cho em hỏi học địa lý học bên địa lý du lịch thì ra làm gì ạ
0,anh chị nào học sư phạm ngữ văn cho em chút kinh nghiệm ạ học sư phạm ngữ văn 4 năm sau ra trường thì cơ hội tìm công việc có dễ không ạ
0,cho em hỏi học cao đẳng y dược pasteur ngành điều dưỡng có ổn không ạ sau này liên thông lên đại học có dễ vào làm việc ở các bệnh viện không ạ em không học trường tư vì học phí khá cao ạ
0,dạ hiện em đang tìm hiểu ngành kỹ thuật hoá học ở đây có anh chị nào đã ra trường ngành này có thể cho em biết là ngành này sẽ làm những việc gì không ạ
0,mọi người cho em hỏi là em muốn học kinh doanh xuất nhập khẩu và em có nên học cao đẳng không ạ cơ hội việc làm trong ngành này với tấm bằng cao đẳng có cao không ạ em xin cảm ơn ạ
0,em hiện đang quan tâm nhóm ngành báo chí truyền thông quan hệ hệ công chúng
0,anh chị ơi cho em hỏi ngành đông phương học nên học đại học văn lang hay đại học huflit thì ổn ạ
0,em đang phân vân giữa 2 nghề thiết kế đồ họa và thiết kế nội thất không biết nghề nào tốt hơn và có tương lai hơn ạ
0,anh chị học rồi cho em hỏi ngành quản trị du lịch với quản trị khách sạn nhà hàng cái nào ổn hơn về cơ hội việc làm ạ
0,em đang định hướng đi ngành du lịch cho em xin chút ý kiến em cảm ơn
0,em đang phân vân không biết nên chọn học quản trị khách sạn marketing hay hàn quốc học đây ạ
0,dạ cho em hỏi giữa quản trị khách sạn và công nghệ thực phẩm thì ngành nào có cơ hội việc làm cao hơn ạ
0,em dự định học ngành quản lý tài nguyên và môi trường tại đại học bách khoa thành phố hồ chí minh và nông lâm thành phố hồ chí minh ạ cơ hội việc làm cạnh tranh
0,chào mọi người ạ ở nha trang có trường đại học nào có ngành giao thông vận tải hoặc ngành luật hàng hải mọi người tư vấn giúp em với em cảm ơn nhiều ạ
